"ka" "ks" "vka" "vks" "dnds" "chi.square" "stat"
"OG1_11020" 0.00550300895171059 0.00144215334136787 6.51366231519473e-06 5.20408663265901e-06 3.81582789697734 7.92888674539581 "Positive"
"OG1_11033" 0.00199157663129929 0 1.61615287577071e-05 0 Inf Inf "Positive"
"OG1_11037" 0.0255242169168873 0 0.000182245967038044 0 Inf Inf "Positive"
"OG1_11044" 0.0151542944277581 0 6.43654309980745e-05 0 Inf Inf "Positive"
"OG1_11057" 0.0039578043063305 0 5.24217965173277e-06 0 Inf Inf "Positive"
"OG1_11058" 0.00217587375027836 0 2.53391888440105e-06 0 Inf Inf "Positive"
"OG1_11063" 0.0213054066725843 0 0.000170444981535449 0 Inf Inf "Positive"
"OG1_11069" 0.00420861373855192 0 1.87857651136677e-05 0 Inf Inf "Positive"
"OG1_11073" 0.0064309568212038 0 1.38751545493124e-05 0 Inf Inf "Positive"
"OG1_11089" 0.00169008499950009 0 3.05148005772505e-06 0 Inf Inf "Positive"
"OG1_11102" 0.00558987131853339 0 1.6717588492749e-05 0 Inf Inf "Positive"
"OG1_11133" 0.000889679950038679 0 7.92235458157818e-07 0 Inf Inf "Positive"
"OG1_11134" 0.00163357102651017 0 9.81629698776306e-06 0 Inf Inf "Positive"
"OG1_11190" 0.0143894822750217 0 0.000105047216456591 0 Inf Inf "Positive"
"OG1_11191" 0.00248139467106455 0 6.17264889777015e-06 0 Inf Inf "Positive"
"OG1_11194" 0.00175438776483964 0 3.08328886590691e-06 0 Inf Inf "Positive"
"OG1_11199" 0.00525434143134919 0 1.57569539833563e-05 0 Inf Inf "Positive"
"OG1_11215" 0.00217678662245972 0 8.99393553430422e-06 0 Inf Inf "Positive"
"OG1_11233" 0.00580426112593398 0 3.59722239822329e-05 0 Inf Inf "Positive"
"OG1_11242" 0.00439563270558536 0 1.94070168927312e-05 0 Inf Inf "Positive"
"OG1_11248" 0.00717032805903128 0.0019514806452464 8.52610157609415e-06 9.59221405360228e-06 3.67430139596693 7.15188795647066 "Positive"
"OG1_11271" 0.0161762300036292 0.00386260621807846 2.19953648606209e-05 1.12108984679697e-05 4.18790554623931 10.1627417717434 "Positive"
"OG1_11283" 0.0736539555314691 0.00732634826131916 0.000628216196651245 0.000293338414384647 10.0532970730233 81.9621878924118 "Positive"
"OG1_11285" 0.00229027740147832 0 2.06384775633852e-05 0 Inf Inf "Positive"
"OG1_11308" 0.00483956115458971 0 9.17921197207647e-05 0 Inf Inf "Positive"
"OG1_11332" 0.00629175579869088 0 2.1167535118297e-05 0 Inf Inf "Positive"
"OG1_11355" 0.00343643964388103 0 1.18498851660613e-05 0 Inf Inf "Positive"
"OG1_11387" 0.00257262913678252 0.00080753454588526 1.11399980038683e-06 1.3060808218105e-06 3.18578214379953 4.77764358015286 "Positive"
"OG1_11416" 0.00165663143365107 0 1.06279011060546e-05 0 Inf Inf "Positive"
"OG1_11434" 0.0105326172453168 0 9.59989940327434e-05 0 Inf Inf "Positive"
"OG1_11439" 0.0294244512172812 0 0.000326685976239266 0 Inf Inf "Positive"
"OG1_11445" 0.00903299477319133 0 2.28510929128887e-05 0 Inf Inf "Positive"
"OG1_11452" 0.0157447938716742 0 0.000153535111730992 0 Inf Inf "Positive"
"OG1_11457" 0.00503936432786011 0 9.4194111576225e-06 0 Inf Inf "Positive"
"OG1_11467" 0.00300175783112558 0.000934619765676197 2.63897109334855e-06 2.19170131707652e-06 3.21174229495757 4.89180397930419 "Positive"
"OG1_11471" 0.00437775482789851 0 2.04688427080279e-05 0 Inf Inf "Positive"
"OG1_11489" 0.00662261337501036 0 4.41520467836257e-05 0 Inf Inf "Positive"
"OG1_11496" 0.0377585483025687 0.0103042937694073 0.000328737307690222 0.000159795255525386 3.6643509150206 7.09876579837113 "Positive"
"OG1_11518" 0.00394479363758146 0 1.56231071764026e-05 0 Inf Inf "Positive"
"OG1_11545" 0.00214640251502094 0 4.04571934383968e-06 0 Inf Inf "Positive"
"OG1_11552" 0.0015782540848661 0 1.02346597366214e-05 0 Inf Inf "Positive"
"OG1_11556" 0.00256653628163281 0 2.48220934144297e-06 0 Inf Inf "Positive"
"OG1_11559" 0.00363637966453994 0 6.63578781231155e-06 0 Inf Inf "Positive"
"OG1_11565" 0.00358573565764872 0 1.14668594933629e-05 0 Inf Inf "Positive"
"OG1_11585" 0.0089343161602174 0.00228690203972553 1.5339571771344e-05 1.04601870103064e-05 3.90673321594906 8.44909798870159 "Positive"
"OG1_11603" 0.00280899615211164 0 3.95635342016195e-06 0 Inf Inf "Positive"
"OG1_11634" 0.0128762480512074 0 5.59898753644549e-05 0 Inf Inf "Positive"
"OG1_11636" 0.00530093109863284 0 0.000105951727867296 0 Inf Inf "Positive"
"OG1_11668" 0.0142754392676089 0 0.000110022331894527 0 Inf Inf "Positive"
"OG1_11676" 0.000811273188281605 0 2.57455165554953e-06 0 Inf Inf "Positive"
"OG1_11695" 0.00458376269892639 0 2.23916524675635e-05 0 Inf Inf "Positive"
"OG1_11698" 0.00151171694899868 0 2.28874981398772e-06 0 Inf Inf "Positive"
"OG1_11701" 0.0118584973563715 0.00398477906392344 4.61403063542311e-05 2.38404739220701e-05 2.97594851963901 3.9043725522636 "Positive"
"OG1_11703" 0.00153609951848503 0 2.36323374596145e-06 0 Inf Inf "Positive"
"OG1_11720" 0.0234448676888815 0.00239607862373506 5.26885207949179e-05 1.43835167462979e-05 9.78468212880893 77.170640104215 "Positive"
"OG1_11722" 0.00192571539784496 0 2.11244347983394e-06 0 Inf Inf "Positive"
"OG1_11737" 0.00283688704295394 0 4.03542285019495e-06 0 Inf Inf "Positive"
"OG1_11749" 0.00362952439347427 0.00116723847052589 4.69216789205743e-06 3.40865785997485e-06 3.10949688955934 4.44997712706055 "Positive"
"OG1_11750" 0.00506975192621978 0 1.29167867426128e-05 0 Inf Inf "Positive"
"OG1_11765" 0.00380513659973162 0 1.54281776860171e-05 0 Inf Inf "Positive"
"OG1_11781" 0.0257477229968659 0.00562548640730239 4.88428816713682e-05 1.23642253971341e-05 4.57697719497518 12.7947658533725 "Positive"
"OG1_11788" 0.01295899356098 0 4.70648016753382e-05 0 Inf Inf "Positive"
"OG1_11800" 0.00133848567973896 0 7.33268362987078e-06 0 Inf Inf "Positive"
"OG1_11801" 0.00763373606539419 0 5.87233279540972e-05 0 Inf Inf "Positive"
"OG1_11807" 0.00796215207313633 0 3.61130696825119e-05 0 Inf Inf "Positive"
"OG1_11810" 0.0406276500274754 0.00560674988103112 8.23495434164682e-05 2.76972654849701e-05 7.24620339582613 39.0150568620299 "Positive"
"OG1_11811" 0.00514555321594394 0 1.50714820703301e-05 0 Inf Inf "Positive"
"OG1_11813" 0.00471701611667936 0 2.23558582313796e-05 0 Inf Inf "Positive"
"OG1_11822" 0.0216740047250538 0.00331393090165974 6.7625302467876e-05 2.1965427470194e-05 6.54027056333572 30.6945979149643 "Positive"
"OG1_11823" 0.00683079585926043 0 2.48217872162735e-05 0 Inf Inf "Positive"
"OG1_11825" 0.00825876089831412 0 6.08170352424064e-05 0 Inf Inf "Positive"
"OG1_11829" 0.03191600644812 0.00655058020419207 0.000135584147296568 0.000130630523884897 4.8722411531875 14.9942515484388 "Positive"
"OG1_11835" 0.00873384652019539 0 3.84770514212188e-05 0 Inf Inf "Positive"
"OG1_11849" 0.0021113025106722 0 8.49138142679796e-06 0 Inf Inf "Positive"
"OG1_11850" 0.00656441741671332 0 4.65713017425775e-05 0 Inf Inf "Positive"
"OG1_11854" 0.00413033160021217 0 7.02064088153874e-05 0 Inf Inf "Positive"
"OG1_11856" 0.00464040453723639 0 1.08169490749959e-05 0 Inf Inf "Positive"
"OG1_11872" 0.00649359776340556 0 4.24430085478566e-05 0 Inf Inf "Positive"
"OG1_11873" 0.0201646886289102 0 0.000217232564506482 0 Inf Inf "Positive"
"OG1_11882" 0.00683569010509505 0 1.65203807552537e-05 0 Inf Inf "Positive"
"OG1_11883" 0.00390372835273854 0 5.09963162950277e-06 0 Inf Inf "Positive"
"OG1_11888" 0.00262467794307187 0 6.90707894011689e-06 0 Inf Inf "Positive"
"OG1_11900" 0.00362320426038363 0 1.31754035265686e-05 0 Inf Inf "Positive"
"OG1_11909" 0.00272742647273827 0 2.80248023587597e-05 0 Inf Inf "Positive"
"OG1_11930" 0.00279330335431989 0 7.82441984385649e-06 0 Inf Inf "Positive"
"OG1_11940" 0.00184857988041048 0 3.66200031915836e-06 0 Inf Inf "Positive"
"OG1_11950" 0.00626312990959013 0 1.31581800403833e-05 0 Inf Inf "Positive"
"OG1_11964" 0.00628939110342998 0 1.32691075148213e-05 0 Inf Inf "Positive"
"OG1_11971" 0.0264976553261465 0.00290517440013874 0.000122267806519017 1.69681455022256e-05 9.12084841615051 65.9481789980943 "Positive"
"OG1_11990" 0.00375941620701366 0 1.4186609920227e-05 0 Inf Inf "Positive"
"OG1_12010" 0.0335194720083858 0.00988275371337158 0.000160474230355778 0.000202810364703825 3.39171378550426 5.72029483177111 "Positive"
"OG1_12013" 0.00351482121444813 0 7.02026024928646e-06 0 Inf Inf "Positive"
"OG1_12035" 0.00571606363954271 0 2.35352950624168e-05 0 Inf Inf "Positive"
"OG1_12041" 0.0033834094450045 0 1.22604654962303e-05 0 Inf Inf "Positive"
"OG1_12123" 0.00590991438780832 0 3.72940881855243e-05 0 Inf Inf "Positive"
"OG1_12143" 0.0135131450131814 0 5.11091877055013e-05 0 Inf Inf "Positive"
"OG1_12146" 0.00483932544154398 0.00114895183296825 4.42947455936989e-06 6.00175602668418e-06 4.21194805794588 10.3166103269423 "Positive"
"OG1_12188" 0.0100180048463965 0 0.000107840809395131 0 Inf Inf "Positive"
"OG1_12192" 0.00489799835159094 0 8.0362209820404e-06 0 Inf Inf "Positive"
"OG1_12206" 0.00169161725940614 0 1.06658731901942e-05 0 Inf Inf "Positive"
"OG1_12223" 0.0105678750559481 0 3.94400109078427e-05 0 Inf Inf "Positive"
"OG1_12230" 0.00216920079929907 0 4.71566870432655e-06 0 Inf Inf "Positive"
"OG1_12263" 0.00374533586457883 0 1.4080341691396e-05 0 Inf Inf "Positive"
"OG1_12284" 0.00169635446854274 0 1.44125549944943e-06 0 Inf Inf "Positive"
"OG1_12290" 0.0044643153721507 0 2.0019617437623e-05 0 Inf Inf "Positive"
"OG1_12299" 0.00116414487979558 0 1.35681344007901e-06 0 Inf Inf "Positive"
"OG1_12302" 0.00497516542658405 0 2.48762376237624e-05 0 Inf Inf "Positive"
"OG1_12328" 0.00565410563054853 0 1.71177959018905e-05 0 Inf Inf "Positive"
"OG1_12374" 0.00312501017258566 0 9.79633391183747e-06 0 Inf Inf "Positive"
"OG1_12382" 0.00892946657023725 0.00241398807230838 1.83388157648068e-05 8.76186756224009e-06 3.69905165343193 7.28487982789362 "Positive"
"OG1_12389" 0.00887356621416399 0.0021916416491561 1.28378333000081e-05 1.94710898546664e-05 4.04882167556032 9.29531360936642 "Positive"
"OG1_12392" 0.00491404446813135 0 2.42672769260754e-05 0 Inf Inf "Positive"
"OG1_12399" 0.00309116257462622 0 1.02412662129874e-05 0 Inf Inf "Positive"
"OG1_12405" 0.00126121845834807 0 3.08343833543641e-06 0 Inf Inf "Positive"
"OG1_12414" 0.0242687218386416 0.00671929209652215 0.000140549441815513 0.000115689450913908 3.61179741705274 6.82148574772337 "Positive"
"OG1_12417" 0.00418412483525829 0 1.75805616364193e-05 0 Inf Inf "Positive"
"OG1_12420" 0.00330034201567605 0 1.09283641760865e-05 0 Inf Inf "Positive"
"OG1_12458" 0.00168067385135246 0 2.82942258627523e-06 0 Inf Inf "Positive"
"OG1_12470" 0.00230947292814723 0 5.34602115769977e-06 0 Inf Inf "Positive"
"OG1_12474" 0.00222807633964633 0 4.38106133399698e-06 0 Inf Inf "Positive"
"OG1_12475" 0.00156705458584668 0 9.38576934316264e-06 0 Inf Inf "Positive"
"OG1_12481" 0.0309462406502241 0.00464286300391101 9.8012471400139e-05 5.48412849812652e-05 6.66533572585621 32.0960288866627 "Positive"
"OG1_12505" 0.0057182935078901 0 3.53388308881056e-05 0 Inf Inf "Positive"
"OG1_12516" 0.00185357024140979 0 3.44210675391198e-06 0 Inf Inf "Positive"
"OG1_12518" 0.00525916646196469 0.00166495947249006 6.12369963586148e-06 2.78081641834767e-06 3.15873542200955 4.66013862223873 "Positive"
"OG1_12531" 0.0302728690248506 0.00954389691640937 0.000220433460799847 0.000278340522404471 3.17196102283971 4.71741468473494 "Positive"
"OG1_12544" 0.00175547074361478 0 1.15554884045996e-05 0 Inf Inf "Positive"
"OG1_12561" 0.00275940071417955 0 8.10752720600225e-06 0 Inf Inf "Positive"
"OG1_12573" 0.00458718813802061 0 2.11394123883357e-05 0 Inf Inf "Positive"
"OG1_12585" 0.00214133089600047 0 4.59514472482109e-06 0 Inf Inf "Positive"
"OG1_12589" 0.0188700415405286 0.00524633502020451 6.95737969536203e-05 8.35524030826728e-05 3.59680452503642 6.74339374124964 "Positive"
"OG1_12605" 0.043193842030263 0.00451991805438863 0.000162119690805188 7.26692756533341e-05 9.55633299332138 73.2108342925999 "Positive"
"OG1_12607" 0.0044641310482582 0 7.51138538644349e-06 0 Inf Inf "Positive"
"OG1_12636" 0.00498127388332658 0 2.62500334136024e-05 0 Inf Inf "Positive"
"OG1_12652" 0.00411524956825772 0 1.70053554973066e-05 0 Inf Inf "Positive"
"OG1_12666" 0.0056818793251575 0 1.62342903263e-05 0 Inf Inf "Positive"
"OG1_12672" 0.00281768172286782 0.000941341554211446 2.32697257708147e-06 1.77225755572773e-06 2.99326180838598 3.97309263677014 "Positive"
"OG1_12695" 0.00319630611000561 0 2.10235820904145e-05 0 Inf Inf "Positive"
"OG1_12705" 0.00792095773282896 0 3.16219123854022e-05 0 Inf Inf "Positive"
"OG1_12733" 0.00215054094969524 0 4.63480081958429e-06 0 Inf Inf "Positive"
"OG1_12734" 0.00665002145223561 0 2.50477433106456e-05 0 Inf Inf "Positive"
"OG1_12735" 0.00338343440689076 0 6.05613210660919e-06 0 Inf Inf "Positive"
"OG1_12743" 0.00831279959068366 0 2.60573887696766e-05 0 Inf Inf "Positive"
"OG1_12749" 0.00601511013827103 0 1.82004696822785e-05 0 Inf Inf "Positive"
"OG1_12752" 0.00159744544825953 0 2.55591706539075e-06 0 Inf Inf "Positive"
"OG1_12754" 0.0569134296004452 0.0183755100449816 0.000250407303444381 0.000251540023277087 3.09724353017283 4.3984304248518 "Positive"
"OG1_12770" 0.137806643450349 0.0320218542670575 0.00132587400234742 0.000968772089724533 4.30351853771683 10.9132347290387 "Positive"
"OG1_12774" 0.00970473378831935 0 5.34162780915287e-05 0 Inf Inf "Positive"
"OG1_12783" 0.001655630651828 0 2.74566115645657e-06 0 Inf Inf "Positive"
"OG1_12784" 0.00525977323402819 0 5.53413170992567e-05 0 Inf Inf "Positive"
"OG1_12787" 0.00205912471671289 0 1.60759846611842e-05 0 Inf Inf "Positive"
"OG1_12788" 0.00368665264687607 0 3.41044038066584e-06 0 Inf Inf "Positive"
"OG1_12795" 0.00144167792348649 0 8.01553979878006e-06 0 Inf Inf "Positive"
"OG1_12805" 0.00960904889764813 0 4.50322246249938e-05 0 Inf Inf "Positive"
"OG1_12823" 0.0155646467084831 0 9.11214001257108e-05 0 Inf Inf "Positive"
"OG1_12836" 0.00729939971057632 0 2.68369815957073e-05 0 Inf Inf "Positive"
"OG1_12841" 0.00147192841035286 0 1.16271294840359e-06 0 Inf Inf "Positive"
"OG1_12864" 0.0022851059561393 0 1.0591418493916e-05 0 Inf Inf "Positive"
"OG1_12876" 0.00625375476636804 0 4.19435074790021e-05 0 Inf Inf "Positive"
"OG1_12885" 0.00318472414273996 0 1.01749063155222e-05 0 Inf Inf "Positive"
"OG1_12891" 0.00317966095414621 0 1.0142527545841e-05 0 Inf Inf "Positive"
"OG1_12904" 0.00248447716159357 0 6.1880134132993e-06 0 Inf Inf "Positive"
"OG1_12906" 0.00116279122173772 0 1.35365805572195e-06 0 Inf Inf "Positive"
"OG1_12922" 0.0056818793251575 0 3.24685806526e-05 0 Inf Inf "Positive"
"OG1_12933" 0.013340486453493 0 0.000189431161327262 0 Inf Inf "Positive"
"OG1_12935" 0.00174825352936465 0 3.06174621995982e-06 0 Inf Inf "Positive"
"OG1_12948" 0.00191662908383074 0 1.84026286857106e-06 0 Inf Inf "Positive"
"OG1_12951" 0.00598809552335781 0 3.60737269214552e-05 0 Inf Inf "Positive"
"OG1_12955" 0.00611406166027483 0 4.00427932087339e-05 0 Inf Inf "Positive"
"OG1_12974" 0.00111358620641204 0 1.24145722077148e-06 0 Inf Inf "Positive"
"OG1_12993" 0.00686117112755059 0 2.37008167843168e-05 0 Inf Inf "Positive"
"OG1_12999" 0.0018210435747473 0 1.2807605644612e-05 0 Inf Inf "Positive"
"OG1_13025" 0.0398984630322346 0.00521008662074344 0.000203910258330425 0.000167792459126277 7.65792700516395 44.3279920060914 "Positive"
"OG1_13026" 0.00109691739812954 0 4.53340939643203e-06 0 Inf Inf "Positive"
"OG1_13044" 0.00286944833450909 0 8.25745060542174e-06 0 Inf Inf "Positive"
"OG1_13075" 0.00893384124565066 0.00151378270647508 1.53276155995925e-05 5.7771707384561e-06 5.90166686898781 24.0263380945328 "Positive"
"OG1_13083" 0.00693864063965924 0 1.09054757128943e-05 0 Inf Inf "Positive"
"OG1_13097" 0.00374533586457883 0 7.04017084569802e-06 0 Inf Inf "Positive"
"OG1_13102" 0.004962819899985 0 1.23763126895363e-05 0 Inf Inf "Positive"
"OG1_13105" 0.00174216204130542 0 3.04042856270758e-06 0 Inf Inf "Positive"
"OG1_13115" 0.00752837308955386 0 1.90357965786133e-05 0 Inf Inf "Positive"
"OG1_13145" 0.010049692739563 0 5.7412685552472e-05 0 Inf Inf "Positive"
"OG1_13156" 0.00478472550807534 0 1.15019195548042e-05 0 Inf Inf "Positive"
"OG1_13163" 0.00363637966453994 0 1.32715756246231e-05 0 Inf Inf "Positive"
"OG1_13175" 0.00152290847756402 0 8.89883865946589e-06 0 Inf Inf "Positive"
"OG1_13184" 0.00636130283577379 0 4.29209719812587e-05 0 Inf Inf "Positive"
"OG1_13211" 0.0139688399422969 0 0.000207132757464061 0 Inf Inf "Positive"
"OG1_13215" 0.0017574710537223 0 3.09414555034681e-06 0 Inf Inf "Positive"
"OG1_13216" 0.0124877988301962 0.00225576768096742 3.469249307009e-05 5.11377246627241e-06 5.53594190375164 20.57476895421 "Positive"
"OG1_13238" 0.0275779429823539 0.00700158074547253 0.000171724251513543 4.97801293191396e-05 3.9388166736757 8.6366434414743 "Positive"
"OG1_13239" 0.011545487450682 0 0.000143025002749793 0 Inf Inf "Positive"
"OG1_13261" 0.00324092232643448 0 7.70741433332082e-06 0 Inf Inf "Positive"
"OG1_13271" 0.000924534804697859 0 3.38953181229202e-06 0 Inf Inf "Positive"
"OG1_13274" 0.00934606650607627 0 2.20438933059083e-05 0 Inf Inf "Positive"
"OG1_13276" 0.0333597591280815 0.01106785050419 0.000144964652512474 0.00012439726254599 3.01411363619813 4.05665373951925 "Positive"
"OG1_13282" 0.00626057750677234 0 4.22029596626458e-05 0 Inf Inf "Positive"
"OG1_13285" 0.0039349592360918 0 6.03679874603671e-05 0 Inf Inf "Positive"
"OG1_13295" 0.0042826814294615 0 9.21018020743121e-06 0 Inf Inf "Positive"
